id	type
TCGA-05-4430-01	2
TCGA-50-5068-01	2
TCGA-55-6971-01	2
TCGA-55-6979-01	2
TCGA-55-8087-01	2
TCGA-69-8253-01	2
TCGA-78-7158-01	2
TCGA-83-5908-01	2
TCGA-86-A4P8-01	2
TCGA-91-6840-01	2
TCGA-97-8177-01	2
TCGA-05-4390-01	2
TCGA-55-6985-01	2
TCGA-55-8616-01	2
TCGA-64-1679-01	2
TCGA-73-7498-01	2
TCGA-78-8648-01	2
TCGA-97-7553-01	2
TCGA-MP-A4TF-01	2
TCGA-05-4402-01	2
TCGA-38-4626-01	2
TCGA-50-5045-01	2
TCGA-67-6216-01	2
TCGA-44-6774-01	2
TCGA-49-AARN-01	2
TCGA-MP-A4TK-01	2
TCGA-NJ-A55O-01	2
TCGA-44-2665-01	2
TCGA-50-5941-01	2
TCGA-55-8510-01	2
TCGA-64-5781-01	2
TCGA-97-8175-01	2
TCGA-97-8552-01	2
TCGA-44-8117-01	2
TCGA-55-A493-01	2
TCGA-62-A46R-01	2
TCGA-69-7974-01	2
TCGA-86-8280-01	2
TCGA-95-7039-01	2
TCGA-MP-A4T9-01	2
TCGA-55-6981-01	2
TCGA-78-7220-01	2
TCGA-78-8662-01	2
TCGA-44-7672-01	2
TCGA-4B-A93V-01	2
TCGA-67-6215-01	2
TCGA-73-4666-01	2
TCGA-78-7145-01	2
TCGA-91-6836-01	2
TCGA-97-A4M1-01	2
TCGA-05-4417-01	2
TCGA-44-5644-01	2
TCGA-49-4510-01	2
TCGA-49-AARE-01	2
TCGA-53-7813-01	2
TCGA-44-6779-01	2
TCGA-55-7910-01	2
TCGA-99-8028-01	2
TCGA-NJ-A4YF-01	2
TCGA-44-7667-01	2
TCGA-50-6593-01	2
TCGA-55-7816-01	2
TCGA-71-6725-01	2
TCGA-L4-A4E5-01	2
TCGA-05-4398-01	2
TCGA-44-7670-01	2
TCGA-49-6767-01	2
TCGA-49-4490-01	2
TCGA-97-A4M6-01	2
TCGA-50-5051-01	2
TCGA-69-7973-01	2
TCGA-95-7948-01	2
TCGA-49-AARQ-01	2
TCGA-53-7624-01	2
TCGA-L9-A5IP-01	2
TCGA-49-AARO-01	2
TCGA-44-3917-01	2
TCGA-75-5126-01	2
TCGA-75-5147-01	2
TCGA-75-6203-01	2
TCGA-75-6205-01	2
TCGA-75-6211-01	2
TCGA-75-6212-01	2
TCGA-75-6214-01	2
TCGA-75-7031-01	2
TCGA-80-5607-01	2
TCGA-80-5608-01	2
